Text-ID	Sentence-ID	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance
BG_001	1	0.022970909218898657	0.0024044985994879334	0.004032529140434113	0.0030375370977576044	0.001140066922436281	0.28638831324216685	0.0057554030601555456	0.7390057573607239	0.0017970749611213842	0.05310146054491733
BG_001	2	0.01332290362234814	0.0014636362452784268	0.01205816332445553	0.009956266997852419	0.0019525623129884682	0.054442634224120365	0.03926016767227744	0.9634936663297061	0.0009339111792498896	0.0251747390996312
BG_001	3	0.008468894807945479	0.001747144787705431	0.10391390301016204	0.005234859679941113	0.0011086400233544854	0.052857362999190076	0.0018904029406082738	0.8434054195504803	0.0016672831627417707	0.08676845524058366
BG_001	10	0.005801510151095218	0.010215773217919605	0.9922936112132851	0.00469674830311295	0.003604529159903388	0.02461754888339487	0.005821921246559529	0.009344466781581264	0.005162619704538609	0.0064413809081374255
BG_001	11	0.06945382728644825	0.0011851677910625878	0.26826696156682456	0.0041520898480114764	0.0005879148387839904	0.11290740219817157	0.013610741337725437	0.39104129092637624	0.00039064105721032036	0.00956530436194802
BG_001	14	0.023713944876463697	0.001319074745082602	0.006170539751342053	0.004008133931237705	0.002614851963109017	0.014200654259128533	0.011001449512252333	0.9591338040507997	0.0019449469617347371	0.015490995454423236
BG_001	15	0.005672241451956964	0.009103491400038948	0.9858762221775151	0.002776136956329969	0.0029538748423468195	0.00837826580457431	0.0034579489688966454	0.005288590327833013	0.008418389496474183	0.006047356074916577
BG_001	16	0.015433222346135308	0.004333478018008787	0.7481463582610902	0.010556710722862902	0.0012452165849116967	0.01203974235758227	0.010465042352085504	0.06857681105662373	0.0003753618710563556	0.06842866118716512
BG_001	17	0.004281702170182842	0.0035417217823510267	0.01033209236090187	0.007582470712531295	0.0018372629069061484	0.8137744983265452	0.02144747824520175	0.1189284974944178	0.0021833638164865895	0.12753782194501004
BG_001	19	0.008399006721259886	0.011530256851335284	0.009258315823343568	0.002343671849245397	0.0010384687093685306	0.4283160877976282	0.004894397683836908	0.3672286341892945	0.001186436327931931	0.11655702941243264
BG_001	21	0.03757791799208223	0.003415293914645157	0.9817401612746244	0.0032702495055055734	0.002306621853212066	0.004630871265738614	0.0020027703484733466	0.005854870896326073	0.006619355749737383	0.013886061754360522
BG_001	24	0.005748237288462485	0.003090511033512041	0.9789502735588336	0.013891082305263718	0.002371306009442458	0.005629076708849436	0.03871231047138919	0.011291873894756634	0.002765951241793895	0.0024626382177543424
BG_001	26	0.01206923999337886	0.0024444027511862894	0.9142659221995243	0.004707005955534262	0.0018642286883174145	0.012287123184768194	0.002483982504749545	0.11423078567978193	0.0008227270602779049	0.014240387128120969
BG_001	27	0.007347866368697824	0.008471136197971123	0.9872851140554726	0.0034190425500877984	0.0032998681131000216	0.0049867854480158715	0.004724126018722735	0.0034071095088048934	0.007042305611782628	0.00717223159353933
BG_001	29	0.005276239110745493	0.004579473187005167	0.987957460710331	0.004288407242505708	0.002558577683828742	0.006571505247801889	0.004946907261964138	0.0077781794471040895	0.004177987853417082	0.005137856801035563
BG_001	30	0.008101211295247119	0.00208469564726194	0.8266295378536398	0.006873601740626286	0.0013407597582314587	0.029052844085124565	0.002150708667196157	0.5277117400018865	0.001197042299501925	0.00697374830097474
BG_001	31	0.009438906494946171	0.00284757728143944	0.9449970103566484	0.005112312161018062	0.0021225450355631306	0.004018341268354291	0.0012115433274592475	0.08763045485327114	0.0015317437631619888	0.05051586235553799
BG_001	32	0.008694299186943751	0.006682834169390861	0.00819059125167294	0.0035128123042803125	0.00312759256648989	0.9753025065142497	0.018422725159384427	0.07890219745998271	0.006495600947420567	0.01133544932163206
BG_001	33	0.9923432105425712	0.00561971965802769	0.00696172859543759	0.003613330310524497	0.0031916819337687555	0.005329256454635604	0.007514894566039508	0.004111696460200195	0.004292658412597642	0.0042375327391086836
BG_001	34	0.020095174309780275	0.006908267981819632	0.5067395973953566	0.0035107638667684895	0.001781746894314171	0.004644215124821677	0.005758124443698621	0.48744522020378617	0.001862839482458087	0.0026912061878097723
BG_001	35	0.24999379855762785	0.0008964340373665092	0.661018817924548	0.010692741057880012	0.0010166362985580667	0.008257142524279846	0.0018114279570165517	0.02034677988733806	0.0018601619733689123	0.02229818780523551
BG_001	36	0.066498756342501	0.00395677796444273	0.03854269292806768	0.003782983794514249	0.005806290038420852	0.04021772043991383	0.9149826780968286	0.00650248917003146	0.0022828186571732245	0.003018712117018834
BG_001	37	0.016846234781007975	0.003022921371634689	0.008487803473078514	0.004586334246116669	0.004422805276514343	0.014061085872794962	0.0058172277106085584	0.9697748391126784	0.005176097220692016	0.005796042822156083
BG_001	38	0.9032296904010422	0.003216031334690711	0.009218983928891417	0.0019315021059094451	0.0009661857057497616	0.03497221483735987	0.0035539990086334906	0.03772108823421047	0.0020449559331708785	0.0032991668890521935
BG_001	39	0.882049528774134	0.0026045300577687684	0.026037597606279682	0.009280053629913161	0.0030080556296362086	0.04931804781606413	0.012227713694570872	0.004007909981966469	0.0005692734210959823	0.012679331646877139
BG_001	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
