Text-ID	Sentence-ID	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance
BG_001	1	0.009952973352561912	0.0016817392236703635	0.004217159627074813	0.003290671127755527	0.002099590547433135	0.016432066831507428	0.0023488791369771322	0.9010573419527909	0.0014660303643277439	0.47331678295243756
BG_001	2	0.0018576896746620548	0.0014121189503683094	0.006318822317559156	0.004041420214217334	0.002221225920505937	0.01846204793980658	0.00818391893055747	0.98105153150425	0.001168386071110156	0.07728309483550456
BG_001	3	0.0023956027896720007	0.0031826115847834596	0.22846068382979975	0.003837892165779763	0.0018991536602173302	0.01604503838576433	0.0009227859046807486	0.8955260758137377	0.0013340929371480873	0.29013771012833905
BG_001	10	0.003263721417237137	0.008996410885533651	0.9960613315051048	0.002999356883244227	0.0037690099223493014	0.0250554824877833	0.003026722670384159	0.006430403767282358	0.003201038518547417	0.004634374344126691
BG_001	11	0.2730711048333797	0.005933719923072343	0.5853621630346851	0.006907656888997611	0.0009804768591713119	0.013696088493928688	0.0070226928235461285	0.1945806277149452	0.00012929286773435088	0.007060993818275382
BG_001	14	0.014226680343721895	0.0015214522678338844	0.003946436940825092	0.004020362165879045	0.0034709692769730772	0.0037985452939395693	0.006075595078771322	0.9830714807613056	0.0020125545014312005	0.014047579069693528
BG_001	15	0.003140641205116517	0.00697054313234225	0.9914952853771831	0.0025470009124200672	0.002972480155367872	0.007060130888210716	0.00394210325099083	0.0035680710772046697	0.004201039209833394	0.0033006584472348166
BG_001	16	0.0033012147713953432	0.011669583349018901	0.8117194318380803	0.020251427433403062	0.0038615090514080306	0.008714198008290918	0.01591702838362836	0.032461440844309325	0.0005068773853746136	0.07747523006743409
BG_001	17	0.0019586595365142937	0.005195348828603449	0.014283262793824879	0.013885269360468161	0.0054766992212029126	0.7589359042737162	0.026782966103585874	0.060664742619067416	0.0009398815882408892	0.14072673773268732
BG_001	20	0.2379760495461897	0.002774389702456431	0.8460992132895551	0.0033907137945187464	0.00240890320516424	0.0024843149117014475	0.0011872235012285826	0.0029924012024284555	0.0022534758716825486	0.003451917723460538
BG_001	21	0.024374303357361946	0.005294540680699616	0.9876596557307512	0.002108126509777517	0.0029353231183037853	0.0025298420629424937	0.0016193565262782451	0.005227554288582167	0.0025267432293082	0.009099770155403983
BG_001	24	0.002622258747111115	0.0037204488617518564	0.993142779597758	0.004660017443583334	0.0029173845154211522	0.004505190120041179	0.008763090004915063	0.003289078578754027	0.002442926644005117	0.0025791292723270397
BG_001	26	0.006563210974249771	0.0035361823456277267	0.9799521313695239	0.004657384636226792	0.0021916971321242844	0.0059558351696705255	0.0020062537708315296	0.037755518043805114	0.0007879410505061418	0.01318673054749808
BG_001	27	0.0038825722385170507	0.004325990825975774	0.9945181690223467	0.0025081668395634123	0.0030695325684825794	0.0037125487740845738	0.004478203838292238	0.002481345808518691	0.004514246224460161	0.004585448747282751
BG_001	29	0.0024069569671044517	0.003615459282462353	0.9927519654201786	0.0023170344496149676	0.0030963112718300602	0.005492085371851336	0.003802916083308301	0.004906403144885117	0.004160592782190377	0.004572383877665897
BG_001	30	0.0033337430881499705	0.0019505497994610997	0.8268554975285406	0.00804819176073016	0.0016858059802652766	0.02282590624418798	0.0008713573714785542	0.6760683952733627	0.0007786107119238408	0.005767792989591858
BG_001	31	0.004771388413645818	0.0046479390187496835	0.9888278863665932	0.001870441141819288	0.00238267806974175	0.0035429800240057165	0.0013438769349866178	0.027676272406708034	0.0014627733381048272	0.0152366175487139
