Text-ID	Sentence-ID	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance
BG_001	1	0.02901324955746525	0.00234577961964525	0.00348811142612245	0.0038761539617553	0.00225486812996675	0.0414020617026835	0.0031007034122012	0.803951621055603	0.00144367048051205	0.07884046062827105
BG_001	2	0.00568103167461225	0.00227617000928145	0.00650618085637685	0.0088689557742327	0.0038420438650063997	0.0313697215169668	0.01839763717725865	0.966635137796402	0.00168136326828965	0.0437047621235251
BG_001	3	0.00788467051461335	0.00442065822426225	0.05611719191074365	0.004661202081479051	0.0016533606685697501	0.024681423790752853	0.0029222352022770497	0.8871118128299713	0.00162664201343425	0.15319143608212465
BG_001	11	0.10700272768735886	0.00112295689177695	0.25815536640584463	0.00506092363502825	0.00085535613470705	0.08689318108372389	0.01080639718566085	0.3631807118654251	0.00032120249670695	0.00951774558052415
BG_001	14	0.0215326333418488	0.00192957272520285	0.00534699240233745	0.0059672552160918	0.00256256310967725	0.0124280457384884	0.008495580404996799	0.962742418050766	0.0023623818997293	0.01675624167546625
BG_001	15	0.00606230495031915	0.0120460174512118	0.9779652059078217	0.0036262979265302003	0.0026204835157841	0.008930517360568	0.004426528932526701	0.00597102788742625	0.0060882978141307	0.00443644193001085
BG_001	21	0.03591316007077685	0.0035591979976743	0.9739219844341278	0.00262890604790295	0.00247798697091635	0.00316846865462135	0.00193253281759095	0.008669674745760799	0.01087628502864385	0.01048244675621385
BG_001	24	0.00690903456415975	0.00280583591666065	0.982692301273346	0.00497898296453055	0.0022496407618745502	0.0072787718381732	0.0105163673870265	0.00919360679108645	0.0028314493829384004	0.0033390995813533
BG_001	26	0.02208698168396945	0.00270397332496935	0.9163036942481995	0.0035610448685474	0.0015057155396788501	0.0084824617952108	0.00179472134914245	0.07004671357572076	0.0009036998089868001	0.012718622805550651
BG_001	27	0.00673145847395055	0.005312324152328	0.9883468747138976	0.00500233541242775	0.0030529854120686	0.004411473171785399	0.00557397119700905	0.0052909202640876	0.005549245281144951	0.005947875673882601
BG_001	31	0.009153326973319	0.0031375997932627	0.9543842971324921	0.00357949896715575	0.0017938625533133	0.005466452217660799	0.00147904129698865	0.06432455964386455	0.0021864116424694	0.0208034473471343
BG_001	32	0.020220167119987302	0.0062630560714751005	0.0082505783066153	0.00271831621648735	0.0046838038251735	0.9543878436088562	0.01361844991333775	0.10138886794447895	0.0064883669838309	0.00921288272365925
BG_001	37	0.00855438620783385	0.0035885726101695997	0.012666725786402749	0.006830038269981699	0.0037725334987043996	0.0250526345334947	0.006938295671716249	0.9733355641365051	0.007717797765508251	0.006985422456637
BG_001	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_007	18	0.00443984504090615	0.0060521329287438995	0.00610766524914645	0.014148314483463698	0.024581735022366	0.03103284444659945	0.9193189740180969	0.01267165760509665	0.0043697928776964	0.0068165049888193
BG_007	20	0.6305422186851501	0.0034928908571600003	0.0038975380011834	0.3214934729039669	0.0104277394711971	0.00628130091354245	0.0048167880158871	0.01088058180175715	0.0037205569678917002	0.0323513178154826
BG_007	24	0.00234035169705745	0.0135990316048264	0.6619566529989243	0.0700907642021775	0.0056562847457826	0.0026526022702455	0.15629893541336054	0.00747822842095045	0.0018722524982876499	0.00455687253270295
BG_007	49	0.0059803421609103	0.028299191035330247	0.09499237686395645	0.021820924943312947	0.0041589081520214	0.0051297523314133	0.9005487561225891	0.01350550365168595	0.0038577912491746	0.00588817044626915
BG_007	51	0.00752717477735125	0.7740032970905304	0.3714811019599437	0.0062024730723351	0.00341713894158595	0.00573670887388285	0.0044505732366815	0.01050221524201325	0.0033477502875029503	0.033951571676880045
BG_007	55	0.0285402247682213	0.0054225767962634	0.0036819142987951498	0.0075444551184773	0.0025066533708013	0.7494387328624725	0.0567065849900245	0.14623446296900505	0.0012414858792908	0.004965047468431251
