Text-ID	Sentence-ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance
BG_001	1	0.0015922745837600506	0.004280417803527172	0.002017591268926892	0.006808860800851703	0.004062401771383943	0.003286122454650919	0.00815086993423168	0.003690814731216351	0.9858269584040967	0.003416967426200172	0.01077833845627821
BG_001	2	0.0022776900634425023	0.002733696303318568	0.0042719354739419214	0.0034224066382259185	0.01029827490107842	0.004915748984364633	0.016898131724728364	0.031003964455995858	0.9802109676081538	0.0009404718093491274	0.013092960287494482
BG_001	3	0.007225564607533418	0.4758458070352715	0.0018580611094399543	0.0038507848098200833	0.008558208932552241	0.001220798780544237	0.028101607097659735	0.0003822186630172324	0.5188186749830662	0.0009092466652232574	0.06613927016128306
BG_001	4	0.0027772872595403365	0.7719239386034049	0.0022066570928047525	0.002789218994240872	0.020156553822731398	0.0007128374858879069	0.005428275218275595	0.002450865048807656	0.33704974201495447	0.0007206516586009467	0.007517576498729965
BG_001	11	0.003948725258903804	0.05551778553737202	0.003181426041496885	0.005082860359951402	0.0035201811903783744	0.0015464394350951768	0.2886936682651263	0.0022801763396742797	0.9270293494705384	0.0008647795051328476	0.012599675840029589
BG_001	14	0.002524190001958	0.004110194035666837	0.006556781575925294	0.005329599796417048	0.006577205809626808	0.002095412789390156	0.008626877180572083	0.006650395612609628	0.9913027890527805	0.0020548671573716887	0.004974788447528316
BG_001	17	0.01035539664707927	0.053373004120095116	0.00231281247813993	0.00506809293398504	0.6658685307337641	0.003073990611945617	0.39742333095945287	0.0017937604275000808	0.055445739266352455	0.00028249222137360886	0.03470805513331018
BG_001	18	0.00299162317281334	0.20143076377294766	0.003076729166408227	0.003577061274992714	0.267318566419664	0.0019814223072094415	0.003081318719394042	0.004991974319484354	0.5056361439328658	0.0010381825156133614	0.004730093725728093
BG_001	23	0.0024185616472266244	0.9920889109436506	0.00427003257462257	0.0044016063726166465	0.011093109649957274	0.0019256293801534644	0.017509211162484543	0.0024494169228277975	0.015090851924497335	0.0019447079846522147	0.032920069785826025
BG_001	24	0.00915143793839632	0.48980236444573666	0.010723814239011819	0.002557732994342969	0.0036926232827670497	0.001920909612658878	0.003670602420901763	0.004699151907289673	0.49336347911009987	0.0020268316407304034	0.01124979718176982
BG_001	26	0.0022526470530049416	0.026477103821973998	0.0013169424331416736	0.0034050982672645625	0.007657465428086237	0.0016096582826488882	0.0040803152637859256	0.002018732494601728	0.9249865089333402	0.001150402265339432	0.041628076972225855
BG_001	29	0.007111643954078449	0.2184333073355634	0.006207998551061687	0.002746500407417348	0.6152939231401356	0.0021191872393921136	0.0017576561872930572	0.0025519389935117287	0.07138590217780082	0.0008126319900473427	0.019203187936473413
BG_001	30	0.06886551342385273	0.705515986760856	0.006089284795690914	0.005151316111737253	0.171460064808927	0.0026097566125831955	0.12815399341818762	0.0011063740300392617	0.4582445058374345	0.0004489382210370726	0.012069256511862981
BG_001	31	0.002613857707393782	0.10590259310621356	0.002155575135490983	0.003297932819470819	0.003816258106001695	0.0011089100828751246	0.028002945559522714	0.0013340669620802875	0.9453889442071605	0.001605446949099657	0.032946672465788564
BG_001	32	0.0069194051318290095	0.06261016809306012	0.0068545686469526305	0.024409134967540564	0.018865764370690773	0.005553073553019846	0.996547336926212	0.003089859556855823	0.023757997714282608	0.007894872579789908	0.0069371894266911215
BG_001	36	0.003468077441236813	0.0025455085754055645	0.0025964743753737083	0.0027619538849380215	0.5395323584282579	0.006620254714307972	0.015806269514026663	0.6090908066100825	0.00358489735235761	0.002862764307525642	0.002661833823153206
BG_001	37	0.00431720932032047	0.004343595764282527	0.0021678025652239674	0.005105969764902078	0.0062616486055754135	0.002181687512338619	0.38917622265680624	0.004115674773947065	0.8329587774531568	0.002393509569712599	0.003258120121003819
BG_001	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_007	3	0.00497639590219318	0.004836516012914336	0.0024081036784601995	0.004512803412530528	0.993027010822231	0.002716840993901477	0.00848321399229993	0.0029143705926071243	0.0025506428950942293	0.0031145084236597316	0.0029461292278502487
BG_007	4	0.02328622131450006	0.0037169969608308226	0.056547842234303085	0.813161389471512	0.006933416525659917	0.06094801309288028	0.004989243444202213	0.010408867100261614	0.0029131874290453724	0.003140807250188846	0.004022941560539662
BG_007	7	0.002693665586535267	0.019222021825241974	0.001944101940191008	0.009753285533913744	0.98752489370682	0.005420616056607123	0.0031795695920855994	0.007391847888889002	0.001566178261205271	0.002046445043184306	0.0038222679085072606
BG_007	11	0.015937604334005883	0.987793055040028	0.002805545040792161	0.007727655405083848	0.007041592648956393	0.007493118792656507	0.004363798509825681	0.004061051953849789	0.0031184454440427905	0.010559778663522316	0.0056579191386249405
BG_007	12	0.216912335814635	0.9160897192138076	0.0005533945224608651	0.0027365660821987983	0.013406341832161939	0.0073201452880603595	0.004127074436094239	0.03617120605947195	0.0012397398418362887	0.003780701681171671	0.005655896544802554
BG_007	14	0.7899941380676652	0.03986786976617372	0.0005676914544063954	0.006856506413166237	0.029735483152141716	0.007886844966406785	0.004957275002321429	0.04695666411182517	0.015078091557136715	0.003648834366050851	0.010274282750827892
BG_007	15	0.03024525978975236	0.04699325521174402	0.0019294559608046195	0.0038521095583744017	0.9716755542933251	0.0036276122985241907	0.002891047179406525	0.006216168347520002	0.0015307906589784588	0.002459845005236658	0.0033201074378870227
BG_007	17	0.01494106414095736	0.00791057761906842	0.0010029394700823025	0.0028443317305426575	0.9826194645571674	0.004713521310637523	0.0023265004985616824	0.011384644526314025	0.004342369548993788	0.001484150336329264	0.004592620327058791
