Text-ID	Sentence-ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance
BG_001	1	0.00159163214266295	0.00428637815639375	0.00201869523152705	0.006809542654082099	0.0040650990558788	0.0032858119811862	0.0081509868614375	0.0036904915468767	0.9858188629150391	0.0034183786483480997	0.010783185716718349
BG_001	2	0.0022716107196174	0.00273708370514205	0.00426333246286955	0.0034165638498960997	0.01032861624844365	0.00491584069095545	0.01694061094895	0.03103294316679235	0.9801372587680817	0.00093971009482625	0.013121183263137898
BG_001	3	0.007220840314403149	0.4735794272273779	0.0018604560755193	0.0038522329414262995	0.00858661066740745	0.00122024444863195	0.02800403255969285	0.00038168761238915	0.5208580866456031	0.00090940942754965	0.06608763895928856
BG_001	4	0.00277730065863575	0.7708481252193451	0.00221006397623565	0.0027832015184685002	0.02021538978442545	0.00071122193185145	0.00543017359450455	0.0024527085479348	0.3384862896054983	0.0007192704943008	0.0075208754278719
BG_001	11	0.0039489825721829505	0.0556808682158589	0.00318827101727945	0.00509538268670435	0.0035289229708723503	0.0015508072392549	0.2894321158528328	0.0022825499763711498	0.9271476864814758	0.0008645092893856999	0.01257662102580065
BG_001	14	0.00252159906085575	0.0041132714832201	0.00653454044368115	0.00532649620436125	0.00657772319391365	0.0020955579821019497	0.00865387939848	0.0066528269089758	0.9912859499454498	0.0020543538266792503	0.0049788441974669
BG_001	17	0.010382466483861149	0.0535843451507389	0.0023147269384935	0.0050806900253519	0.6658346951007843	0.00308337219757955	0.3984755203127861	0.00178879196755585	0.05554041825234886	0.00028285654116185	0.0348312649875879
BG_001	18	0.00298546830890695	0.20235716272145504	0.00307916186284265	0.0035654320963658	0.2686306135728955	0.00197985389968375	0.00308182684238995	0.005007429630495551	0.5030921692959964	0.0010372329270466499	0.0047187124146148
BG_001	23	0.00241797207854685	0.9920804500579834	0.0042703503277152	0.00440398300997905	0.01112300809472795	0.0019280590931884498	0.017573891440406348	0.0024455657694488	0.01511750789359205	0.0019426650833338	0.03302454994991415
BG_001	24	0.00918224442284545	0.48742878623306746	0.01077500067185605	0.002550259232521	0.0036925541935488	0.0019160277443006	0.00368007755605495	0.00471239141188555	0.49417805671691895	0.0020237514399923	0.011209869058802651
BG_001	26	0.0022530342685058	0.02642712276428935	0.0013171415193937	0.00341119093354785	0.0076816214714199	0.0016099607455543502	0.00408802565652875	0.0020181523286737	0.9252225160598755	0.00114937475882465	0.0417123828083276
BG_001	29	0.0070976903662084995	0.21956508059520272	0.0062073692679405	0.00274084234843025	0.6136959493160248	0.0021145927603356002	0.00175988569390025	0.0025519193150102502	0.07127290219068519	0.00081257178680965	0.0192574891261756
BG_001	30	0.06905926950275895	0.7042099982500076	0.0060661235474981	0.00514205789659165	0.17073027603328222	0.00260871136561035	0.12755618663504714	0.00110126233994375	0.45755863189697266	0.00044933463504995	0.01211094646714625
BG_001	31	0.00261542166117575	0.1054245382547378	0.0021522495662793	0.0033006750745698497	0.00382641726173455	0.00110979448072605	0.02790086669847365	0.00133498403010885	0.9455390274524689	0.0016072019352577	0.03291150275617835
BG_001	32	0.0069342968054115495	0.06271795183420174	0.00686988513916725	0.0243481071665883	0.0188564863055944	0.0055566846858709495	0.9965506196022034	0.00308348680846385	0.0237034279853105	0.00789038767106825	0.0069464417174458
BG_001	36	0.00347142352256915	0.002552420948632	0.0025935113662853	0.0027630617842078	0.5377622321248055	0.0066181102301925004	0.015747086377814398	0.6107870489358902	0.0035991792683488996	0.0028674376662819996	0.00266575708519665
BG_001	37	0.004312313045375	0.0043396252440288	0.0021699013886973	0.0051105434540658495	0.00626500369980925	0.0021833382197655	0.3871998935937881	0.0041301174787804	0.8337591886520386	0.00239946338115255	0.00326700392179185
BG_001	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_001	40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BG_007	3	0.00496787577867505	0.0048436305951326504	0.0024089658400043	0.00452171964570875	0.9930302500724792	0.0027184418868273002	0.0085136406123638	0.0029092982877045002	0.0025530918501317	0.0031145691173151	0.0029475208139046498
BG_007	4	0.02335220715031025	0.00371722329873585	0.05627841060049825	0.8132536113262177	0.0069534324575215	0.06118114106357095	0.0049957073060795	0.010448209941387149	0.00291632360313085	0.00313824519980695	0.0040210881270468
BG_007	7	0.00270035635912785	0.0191665636375546	0.0019418593146838	0.00974285672418765	0.9875418841838836	0.0054159467108547	0.0031857602298259	0.00736921711359165	0.0015689557185396	0.0020515145733952	0.003824335290119
BG_007	11	0.0158702722983434	0.9878293871879578	0.00281434343196445	0.00774406525306395	0.0070547598879784	0.0075128800235688	0.0043743140995502	0.0040733424248173	0.0031197470379993	0.01058023492805655	0.0056560433004051
BG_007	12	0.2161813639104366	0.9160562455654144	0.0005539447301998	0.0027346649440004997	0.013433891814202	0.0073378372471778995	0.00412659929133945	0.0363319171592593	0.0012393931392580002	0.00378449156414715	0.00564305216539645
BG_007	14	0.7910059690475464	0.0397081989794969	0.0005695234285667	0.0068764729658141	0.02965963352471585	0.00791371939703815	0.0049794471415225	0.04676964133977885	0.015126855345442851	0.0036521833389997	0.01029783952981225
BG_007	15	0.030133510008454246	0.046778920572251	0.0019316868856548998	0.0038612361531703996	0.9717883467674255	0.0036410657339728497	0.002899574348703	0.0061949285445734	0.00153270986629645	0.0024666763492859	0.0033243084326386
BG_007	17	0.01492518233135335	0.0078998249955475	0.0010045791859738	0.0028491279808804	0.9826670587062836	0.0047101892996579	0.00233521318295965	0.01135676796548065	0.004340461455285501	0.00148444069782265	0.0045927779283374
BG_007	18	0.0036219381727278	0.0045545086031779	0.00570119544863695	0.0068527724361047	0.01711854618042705	0.0275476570241153	0.006053154123947	0.9862602055072784	0.0064537711441516495	0.0039246280211955	0.0051392270252108
BG_007	21	0.10405031591653821	0.26685310155153275	0.0009825550077948	0.001447353628464	0.1617571897804737	0.0210428135469555	0.0008358198101632	0.20212209969758987	0.0017522236157674	0.0022223710548132	0.005285355029627599
